Domain,Region,Element Code,Element,Item,Year,Unit,Flag,Flag Description,Area,Co2 Emissions,Temperature,Yield
Crops and livestock products,World,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Czechoslovakia,1412.355,0.438,4352809
Crops and livestock products,World,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Czechoslovakia,1402.3876,1.067,4784029
Crops and livestock products,World,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Czechoslovakia,1365.4275,1.608,4736689
Crops and livestock products,World,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Czechoslovakia,1392.3777,0.806,4129030
Crops and livestock products,World,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Czechoslovakia,1372.5794,2.518,4709429
Crops and livestock products,World,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Czechoslovakia,1342.7166,2.132,4524281
Crops and livestock products,World,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Czechoslovakia,1371.6458,2.089,4724905
Crops and livestock products,World,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Czechoslovakia,1384.4228,1.609,5214712
Crops and livestock products,World,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Czechoslovakia,1347.8015,2.665,5066679
Crops and livestock products,World,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Czechoslovakia,1342.846,2.556,5204202
Crops and livestock products,World,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Czechoslovakia,1372.5794,0.806,5324833
Crops and livestock products,World,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Czechoslovakia,1342.7166,2.518,4760379
Crops and livestock products,World,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Czechoslovakia,1371.6458,2.132,5382312
Crops and livestock products,World,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Costa Rica,46.6211,0.374,6257875
Crops and livestock products,World,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Costa Rica,126.3817,0.461,6168582
Crops and livestock products,World,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Costa Rica,126.0373,0.333,6039915
Crops and livestock products,World,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Costa Rica,165.0589,0.207,6410804
Crops and livestock products,World,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Costa Rica,195.6302,0.191,6975437
Crops and livestock products,World,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Costa Rica,178.887,0.271,6652128
Crops and livestock products,World,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Costa Rica,218.5743,-0.194,6593728
Crops and livestock products,World,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Costa Rica,245.6415,0.661,6890575
Crops and livestock products,World,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Costa Rica,256.6632,0.939,6609124
Crops and livestock products,World,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Costa Rica,307.7986,-0.37,6881316
Crops and livestock products,World,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Costa Rica,402.6515,-0.185,6978576
Crops and livestock products,World,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Costa Rica,445.6481,0.454,7197028
Crops and livestock products,World,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Costa Rica,354.7896,0.507,7101831
Crops and livestock products,World,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Costa Rica,374.0661,0.724,7352249
Crops and livestock products,World,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Costa Rica,166.8482,0.653,7487560
Crops and livestock products,World,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Costa Rica,160.0473,0.582,7645000
Crops and livestock products,World,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Costa Rica,162.9417,0.52,8052980
Crops and livestock products,World,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Costa Rica,147.7102,0.704,8027742
Crops and livestock products,World,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Costa Rica,122.7526,0.245,8107506
Crops and livestock products,World,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Costa Rica,118.0345,0.905,8292710
Crops and livestock products,World,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Costa Rica,123.7733,0.968,7929577
Crops and livestock products,World,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Costa Rica,140.6654,0.471,8137708
Crops and livestock products,World,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Costa Rica,144.882,0.264,8533835
Crops and livestock products,World,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Costa Rica,147.1711,0.712,8569295
Crops and livestock products,World,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Costa Rica,148.6564,0.612,8739551
Crops and livestock products,World,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Costa Rica,148.3599,0.972,8570273
Crops and livestock products,World,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Costa Rica,165.5622,0.937,8307655
Crops and livestock products,World,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Costa Rica,174.949,0.731,8071376
Crops and livestock products,World,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Costa Rica,144.3174,1.18,8399018
Crops and livestock products,World,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Costa Rica,143.7938,1.394,8611457
Crops and livestock products,World,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Colombia,2483.17,0.258,6189084
Crops and livestock products,World,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Colombia,2056.1186,0.347,6613485
Crops and livestock products,World,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Colombia,2115.1194,0.532,6562525
Crops and livestock products,World,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Colombia,3330.759,0.157,6474875
Crops and livestock products,World,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Colombia,2698.7868,0.162,6499950
Crops and livestock products,World,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Colombia,2741.1565,0.431,6827864
Crops and livestock products,World,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Colombia,2825.4839,0.057,6901648
Crops and livestock products,World,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Colombia,3035.328,0.431,7527534
Crops and livestock products,World,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Colombia,2271.5515,0.848,6722530
Crops and livestock products,World,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Colombia,2027.2018,-0.105,8260995
Crops and livestock products,World,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Colombia,1990.014,-0.144,8337728
Crops and livestock products,World,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Colombia,2898.4786,0.344,8308569
Crops and livestock products,World,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Colombia,2873.527,0.567,8426343
Crops and livestock products,World,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Colombia,3034.6802,0.621,8731619
Crops and livestock products,World,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Colombia,2673.4048,0.519,8568655
Crops and livestock products,World,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Colombia,2723.9933,0.605,8372912
Crops and livestock products,World,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Colombia,2452.6137,0.471,8308324
Crops and livestock products,World,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Colombia,2812.5736,0.567,8515245
Crops and livestock products,World,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Colombia,2370.9052,0.249,8708335
Crops and livestock products,World,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Colombia,2873.742,0.723,8592792
Crops and livestock products,World,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Colombia,2925.1613,0.885,8326475
Crops and livestock products,World,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Colombia,3754.1901,0.31,8433087
Crops and livestock products,World,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Colombia,3781.3084,0.494,8581952
Crops and livestock products,World,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Colombia,4013.5186,0.652,8790285
Crops and livestock products,World,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Colombia,4086.6411,0.624,8904184
Crops and livestock products,World,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Colombia,3653.9161,1.093,8888961
Crops and livestock products,World,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Colombia,3697.099,0.941,8439630
Crops and livestock products,World,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Colombia,3856.8512,0.625,8411859
Crops and livestock products,World,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Colombia,3938.6979,0.972,8719047
Crops and livestock products,World,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Colombia,3909.1093,1.228,8784595
Crops and livestock products,World,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Canada,11269.2528,0.087,5480450
Crops and livestock products,World,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Canada,11248.9586,0.346,4438156
Crops and livestock products,World,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Canada,11786.8751,0.107,4648553
Crops and livestock products,World,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Canada,12212.8838,0.347,4964758
Crops and livestock products,World,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Canada,12246.934,0.468,5602807
Crops and livestock products,World,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Canada,12733.9603,0.934,5396021
Crops and livestock products,World,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Canada,13284.1724,-0.124,5462751
Crops and livestock products,World,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Canada,13674.974,0.427,5594801
Crops and livestock products,World,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Canada,13293.6321,2.47,5926020
Crops and livestock products,World,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Canada,13570.0474,1.699,5959076
Crops and livestock products,World,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Canada,13777.6768,1.292,5611717
Crops and livestock products,World,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Canada,12609.5392,1.424,5371141
Crops and livestock products,World,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Canada,11596.7179,0.554,5318177
Crops and livestock products,World,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Canada,11793.2836,1.257,5691635
Crops and livestock products,World,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Canada,11772.4137,0.508,5962581
Crops and livestock products,World,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Canada,12940.9159,1.298,5951903
Crops and livestock products,World,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Canada,13212.1122,2.348,6040076
Crops and livestock products,World,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Canada,14002.7051,1.332,6023658
Crops and livestock products,World,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Canada,14195.0522,0.856,6032592
Crops and livestock products,World,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Canada,11894.6289,0.54,6506837
Crops and livestock products,World,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Canada,14243.1973,2.915,6608048
Crops and livestock products,World,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Canada,15895.9457,1.449,6650809
Crops and livestock products,World,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Canada,15591.8107,2.155,7002959
Crops and livestock products,World,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Canada,16331.623,1.187,7245298
Crops and livestock products,World,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Canada,17294.7162,0.297,7396625
Crops and livestock products,World,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Canada,17579.3763,1.225,7244904
Crops and livestock products,World,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Canada,17730.8555,2.412,7547369
Crops and livestock products,World,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Canada,18243.5001,1.503,7783485
Crops and livestock products,World,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Canada,19022.2115,0.523,7752926
Crops and livestock products,World,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Canada,19367.7106,1.342,7900634
Crops and livestock products,World,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Brazil,14384.2349,0.44,5018403
Crops and livestock products,World,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Brazil,14600.871,0.47,5355325
Crops and livestock products,World,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Brazil,14061.8741,0.381,5502034
Crops and livestock products,World,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Brazil,14465.1781,0.522,5589987
Crops and livestock products,World,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Brazil,14534.8438,0.612,5614929
Crops and livestock products,World,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Brazil,15620.4862,0.781,5636059
Crops and livestock products,World,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Brazil,16613.1635,0.506,5280785
Crops and livestock products,World,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Brazil,17429.9424,0.694,5604550
Crops and livestock products,World,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Brazil,16877.8426,1.282,5591776
Crops and livestock products,World,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Brazil,17808.6113,0.602,5859937
Crops and livestock products,World,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Brazil,17630.2678,0.552,6059998
Crops and livestock products,World,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Brazil,18910.9903,0.759,6586742
Crops and livestock products,World,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Brazil,18535.6269,1.059,6863561
Crops and livestock products,World,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Brazil,18684.0155,0.975,7033140
Crops and livestock products,World,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Brazil,18393.7368,0.804,7090915
Crops and livestock products,World,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Brazil,18044.1172,1.117,7019722
Crops and livestock products,World,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Brazil,18178.7522,0.817,7216872
Crops and livestock products,World,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Brazil,19243.0423,0.98,7363726
Crops and livestock products,World,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Brazil,21217.6199,0.72,7481697
Crops and livestock products,World,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Brazil,20442.4389,0.941,7520357
Crops and livestock products,World,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Brazil,21634.107,1.107,7631373
Crops and livestock products,World,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Brazil,21321.9404,0.812,7750809
Crops and livestock products,World,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Brazil,22041.9692,1.052,7776595
Crops and livestock products,World,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Brazil,21980.6717,0.963,7957903
Crops and livestock products,World,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Brazil,22853.1064,1.169,7906432
Crops and livestock products,World,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Brazil,23131.6695,1.6,8055765
Crops and livestock products,World,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Brazil,19450.9013,1.49,7863736
Crops and livestock products,World,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Brazil,24234.2335,1.348,8210371
Crops and livestock products,World,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Brazil,24064.7317,1.17,8268139
Crops and livestock products,World,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Brazil,24307.0567,1.532,8312572
Crops and livestock products,World,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Belize,15.3224,0.447,2494515
Crops and livestock products,World,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Belize,13.9641,0.614,3268845
Crops and livestock products,World,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Belize,26.7176,0.303,4075306
Crops and livestock products,World,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Belize,27.7454,0.326,4107255
Crops and livestock products,World,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Belize,27.869,0.632,3743598
